48247
53805
0,1,2,0,0
1,3,8455,0,0
2,7,8457,0,0
3,11,8458,0,0
4,15,8459,0,0
5,19,8460,0,0
6,23,8472,0,0
7,26,8473,0,0
8,29,8474,0,0
9,32,8475,0,0
10,35,8503,0,0
11,39,8504,0,0
12,43,8505,0,0
13,46,8506,0,0
14,50,8507,0,0
15,54,8508,0,0
16,58,8509,0,0
17,62,8510,0,0
18,66,8511,0,0
19,70,8512,0,0
20,74,8513,0,0
21,78,8514,0,0
22,82,8515,0,0
23,86,8516,0,0
24,90,8517,0,0
25,94,8518,0,0
26,98,8519,0,0
27,102,8520,0,0
28,105,8523,0,0
29,108,8524,0,0
30,111,8525,0,0
31,114,8528,0,0
32,117,8529,0,0
33,120,8534,0,0
34,123,8539,0,0
35,126,8540,0,0
36,129,8541,0,0
37,132,8542,0,0
38,135,8543,0,0
39,138,8544,0,0
40,141,8545,0,0
41,144,8546,0,0
42,147,8547,0,0
43,150,8550,0,0
44,153,8551,0,0
45,156,8552,0,0
46,159,8553,0,0
47,162,8554,0,0
48,165,8555,0,0
49,168,8556,0,0
50,171,8557,0,0
51,174,8558,0,0
52,177,8559,0,0
53,180,8560,0,0
54,183,8561,0,0
55,186,8562,0,0
56,189,8563,0,0
57,193,8564,0,0
58,198,8565,0,0
59,203,8566,0,0
60,207,8567,0,0
61,210,8568,0,0
62,213,8569,0,0
63,216,8570,0,0
64,220,8572,0,0
65,223,8573,0,0
66,226,8574,0,0
67,229,8575,0,0
68,232,8576,0,0
69,235,8577,0,0
70,238,8578,0,0
71,241,8579,0,0
72,244,8580,0,0
73,247,8592,0,0
74,250,8596,0,0
75,253,8609,0,0
76,256,8626,0,0
77,259,8637,0,0
78,262,8638,0,0
79,265,8639,0,0
80,268,8640,0,0
81,271,8641,0,0
82,274,8642,0,0
83,277,8643,0,0
84,280,8644,0,0
85,283,8646,0,0
86,286,8647,0,0
87,289,8648,0,0
88,292,8652,0,0
89,295,8653,0,0
90,299,8654,0,0
91,303,8655,0,0
92,307,8656,0,0
93,311,8657,0,0
94,315,8658,0,0
95,319,8659,0,0
96,323,8660,0,0
97,327,8661,0,0
98,330,8662,0,0
99,333,8663,0,0
100,336,8664,0,0
101,339,8665,0,0
102,342,8666,0,0
103,345,8667,0,0
104,348,8668,0,0
105,351,8669,0,0
106,354,8670,0,0
107,358,8671,0,0
108,361,8672,0,0
109,365,8673,0,0
110,368,8674,0,0
111,372,8675,0,0
112,375,8676,0,0
113,379,8677,0,0
114,382,8678,0,0
115,386,8679,0,0
116,389,8680,0,0
117,393,8681,0,0
118,396,8682,0,0
119,400,8683,0,0
120,403,8684,0,0
121,406,8685,0,0
122,409,8686,0,0
123,412,8687,0,0
124,415,8688,0,0
125,418,8689,0,0
126,421,8690,0,0
127,425,8691,0,0
128,429,8692,0,0
129,432,8693,0,0
130,435,8694,0,0
131,438,8695,0,0
132,441,8696,0,0
133,444,8697,0,0
134,447,8698,0,0
135,450,8699,0,0
136,454,8700,0,0
137,458,8701,0,0
138,461,8702,0,0
139,464,8703,0,0
140,467,8713,0,0
141,470,8714,0,0
142,473,8715,0,0
143,476,8717,0,0
144,479,8718,0,0
145,482,8719,0,0
146,485,8720,0,0
147,488,8721,0,0
148,491,8722,0,0
149,494,8727,0,0
150,497,8728,0,0
151,501,8729,0,0
152,505,8730,0,0
153,509,8731,0,0
154,513,8732,0,0
155,517,8733,0,0
156,521,8734,0,0
157,525,8735,0,0
158,528,8737,0,0
159,531,8739,0,0
160,534,8741,0,0
161,537,8742,0,0
162,540,8744,0,0
163,543,8745,0,0
164,546,8746,0,0
165,549,8747,0,0
166,552,8748,0,0
167,555,8749,0,0
168,558,8750,0,0
169,561,8751,0,0
170,564,8752,0,0
171,567,8753,0,0
172,570,8754,0,0
173,573,8755,0,0
174,576,8756,0,0
175,579,8757,0,0
176,580,579,0,0
177,581,8758,0,0
178,584,8761,0,0
179,587,8762,0,0
180,590,8763,0,0
181,593,8764,0,0
182,596,8765,0,0
183,599,8766,0,0
184,602,8767,0,0
185,605,8768,0,0
186,608,8769,0,0
187,611,8770,0,0
188,614,8771,0,0
189,617,8772,0,0
190,620,8773,0,0
191,623,8774,0,0
192,626,8775,0,0
193,629,8776,0,0
194,632,8777,0,0
195,635,8778,0,0
196,638,8779,0,0
197,641,8780,0,0
198,644,8783,0,0
199,647,8784,0,0
200,650,8785,0,0
201,653,8786,0,0
202,656,8787,0,0
203,659,8797,0,0
204,662,8798,0,0
205,666,8799,0,0
206,670,8800,0,0
207,674,8801,0,0
208,678,8802,0,0
209,682,8803,0,0
210,686,8804,0,0
211,690,8805,0,0
212,693,8806,0,0
213,696,8810,0,0
214,699,8814,0,0
215,702,8818,0,0
216,705,8819,0,0
